zpid,state,cityId,city,countyId,county,zipcode,longitude,latitude,yearBuilt,livingArea,heating,hasHeating,cooling,hasCooling
338024697,TX,10585,Brownwood,409,Brown County,76801,-99.0443,31.712374,2021,1456,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338034295,TX,8653,Farmers Branch,978,Dallas County,75234,-96.912056,32.919544,2020,2837,"['Central', 'Natural Gas']",True,"['Central Air', 'Electric']",True
338034330,TX,38128,Dallas,978,Dallas County,75233,-96.883026,32.6996,2020,1553,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338034333,TX,38128,Dallas,978,Dallas County,75233,-96.88426,32.699932,2020,1526,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338034397,TX,38128,Dallas,978,Dallas County,75203,-96.82217,32.750862,2022,1861,"['Central', 'Natural Gas']",True,"['Central Air', 'Electric']",True
338034489,TX,38128,Dallas,978,Dallas County,75252,-96.76363,32.984844,2021,2867,"['Central', 'Natural Gas', 'Zoned']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'Zoned']",True
338034526,TX,38128,Dallas,978,Dallas County,75233,-96.88484,32.699753,2020,1436,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338034604,TX,38128,Dallas,978,Dallas County,75253,-96.592186,32.6918,2020,1786,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338034707,TX,44918,Desoto,978,Dallas County,75115,-96.85025,32.56605,2020,1958,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338034879,TX,18251,Garland,978,Dallas County,75043,-96.58669,32.846786,2022,2799,"['Central', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338034914,TX,18251,Garland,978,Dallas County,75043,-96.586006,32.848583,2021,1761,"['Central', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338034982,TX,18251,Garland,978,Dallas County,75043,-96.593124,32.869587,2020,3358,"['Central', 'Natural Gas', 'Zoned']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'ENERGY STAR Qualified Equipment', 'Zoned']",True
338035096,TX,8653,Farmers Branch,978,Dallas County,75234,-96.92153,32.910698,2020,3778,['Natural Gas'],True,"['Central Air', 'Electric']",True
338035224,TX,12065,Irving,978,Dallas County,75063,-96.94668,32.939747,2021,2450,"['Central', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338035272,TX,12694,Mesquite,978,Dallas County,75150,-96.63193,32.801964,2021,1752,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338035280,TX,12694,Mesquite,978,Dallas County,75150,-96.63265,32.801994,2021,1747,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338035375,TX,12694,Mesquite,978,Dallas County,75181,-96.54904,32.723198,2020,3269,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338035614,TX,33758,Rowlett,978,Dallas County,75089,-96.56471,32.928715,2020,2461,['Central'],True,"['Central Air', 'Ceiling Fan(s)']",True
338035762,TX,29393,Seagoville,978,Dallas County,75159,-96.55715,32.66071,2020,2006,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338035782,TX,29393,Seagoville,978,Dallas County,75159,-96.55565,32.660034,2020,2006,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338035811,TX,29393,Seagoville,978,Dallas County,75159,-96.55492,32.660492,2020,1707,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338036507,TX,38128,Dallas,978,Dallas County,75219,-96.824,32.807793,2020,2578,"['Central', 'Natural Gas']",True,"['Central Air', 'Electric']",True
338038844,TX,38128,Dallas,978,Dallas County,75230,-96.77124,32.885536,1970,1033,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338039839,TX,38128,Dallas,978,Dallas County,75226,-96.764435,32.79411,2022,2140,['Central'],True,['Central Air'],True
338040721,TX,38128,Dallas,978,Dallas County,75204,-96.78339,32.80876,2021,2464,"['Central', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338040801,TX,38128,Dallas,978,Dallas County,75219,-96.80854,32.81743,2021,2182,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338040892,TX,38128,Dallas,978,Dallas County,75204,-96.78248,32.803497,2020,1950,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338041060,TX,38128,Dallas,978,Dallas County,75206,-96.76917,32.808243,2020,1500,"['Central', 'Natural Gas']",True,"['Attic Fan', 'Central Air', 'Ceiling Fan(s)', 'Electric']",True
338043414,TX,31821,Grand Prairie,978,Dallas County,75050,-96.955666,32.756237,2022,1962,['Central'],True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338044554,TX,12065,Irving,978,Dallas County,75062,-96.94563,32.864616,2021,1909,"['Central', 'Natural Gas']",True,"['Central Air', 'Electric']",True
338048637,TX,39051,Houston,1090,Harris County,77055,-95.465996,29.802374,2021,3042,['Other'],True,['Central'],True
338049255,TX,39071,Humble,1090,Harris County,77346,-95.202545,29.952843,2019,1708,['Other'],True,['Central'],True
338050151,TX,34308,Tomball,1090,Harris County,77375,-95.61364,30.07288,2021,2760,['Other'],True,['Central'],True
338050938,TX,38119,Cypress,1090,Harris County,77433,-95.6877,29.948614,2019,3403,['Other'],True,['Central'],True
338051523,TX,18800,Katy,1090,Harris County,77493,-95.79168,29.825342,2020,3734,['Natural Gas'],True,['Electric'],True
338051856,TX,34308,Tomball,1090,Harris County,77375,-95.58966,30.132687,2020,2260,['Other'],True,['Central'],True
338052464,TX,39051,Houston,1090,Harris County,77089,-95.24964,29.580389,2021,1749,['Other'],True,['Central'],True
338053503,TX,39051,Houston,1090,Harris County,77020,-95.32051,29.780155,2020,1838,['Other'],True,['Central'],True
338055354,TX,39051,Houston,1090,Harris County,77047,-95.379814,29.625652,2020,1650,['Other'],True,['Central'],True
338056244,TX,39051,Houston,1090,Harris County,77018,-95.40784,29.830153,2020,1977,['Other'],True,['Central'],True
338057068,TX,39051,Katy,1090,Harris County,77493,-95.39318,29.857628,2021,1812,['Other'],True,['Central'],True
338059990,TX,18800,Katy,1090,Harris County,77493,-95.83689,29.8507,2020,2288,['central'],True,['Central'],True
338060491,TX,31117,Crosby,1090,Harris County,77532,-95.0564,29.92985,2020,2244,['Other'],True,['Central'],True
338063127,TX,7204,Spring,1090,Harris County,77388,-95.47535,30.07869,2023,2400,['central'],True,[],False
338065046,TX,39966,New Braunfels,454,Comal County,78130,-98.09496,29.717365,2018,3173,['Central'],True,['1 Unit'],True
338065198,TX,39966,New Braunfels,454,Comal County,78132,-98.15696,29.727892,2020,3008,"['Central', 'Natural Gas']",True,"['Central Air', '2 Units']",True
338065287,TX,3964,New Braunfels,454,Comal County,78132,-98.1641,29.849972,2022,4551,"['Central', 'Multiple Heating Units']",True,,
338065456,TX,39966,New Braunfels,454,Comal County,78132,-98.157814,29.727003,2020,2049,"['Central', 'Natural Gas']",True,"['Central Air', '1 Unit']",True
338065979,TX,39966,New Braunfels,2712,Guadalupe County,78130,-98.07137,29.69215,2020,2300,['Electric'],True,"['Electric', '1 Unit']",True
338066264,TX,39966,New Braunfels,2712,Guadalupe County,78130,-98.07137,29.69215,2021,1271,['Other'],True,['Central'],True
338066519,TX,8611,Fair Oaks Ranch,454,Comal County,78015,-98.640755,29.746864,2021,2895,"['Central', 'Electric']",True,"['Central Air', '1 Unit']",True
338066558,TX,3887,Bulverde,454,Comal County,78163,-98.396286,29.76307,2021,2771,['Natural Gas'],True,['1 Unit'],True
338066928,TX,39966,New Braunfels,454,Comal County,78132,-98.15788,29.726652,2022,2263,"['Central', 'Heat Pump', 'Natural Gas']",True,"['Central Air', '1 Unit']",True
338067254,TX,39966,New Braunfels,454,Comal County,78130,-98.07105,29.754393,2022,1950,"['Central', 'Electric']",True,"['Central Air', '1 Unit']",True
338067279,TX,39966,New Braunfels,454,Comal County,78130,-98.071045,29.754385,2022,2332,"['Central', 'Electric']",True,"['Central Air', '1 Unit']",True
338086135,TX,57006,Lampasas,2376,Lampasas County,76550,-98.23023,31.10625,2020,1473,['Electric'],True,"['Central Air', 'Electric', '1 Unit']",True
338101498,TX,6286,Odessa,494,Ector County,79762,-102.36807,31.901917,,,[],False,[],False
338141295,TX,32680,Manvel,2151,Brazoria County,77578,-95.40877,29.507967,2021,2504,['Other'],True,['Central'],True
338171201,TX,57046,Scroggins,2291,Franklin County,75480,-95.22293,33.06551,1985,924,[],False,[],False
338181757,TX,22989,Ropesville,1778,Hockley County,79358,-102.14698,33.422344,,,,,,
338181779,TX,22989,Ropesville,1778,Hockley County,79358,-102.084755,33.401173,2021,2233,['Central Air'],True,['Central Air'],True
338183091,TX,11638,Godley,1827,Johnson County,76044,-97.54135,32.44463,2020,2111,"['Central', 'Electric', 'Heat Pump']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'Heat Pump']",True
338183135,TX,11638,Godley,1827,Johnson County,76044,-97.4982,32.481308,2020,2033,"['Central', 'Electric', 'Heat Pump']",True,"['Central Air', 'Electric', 'Heat Pump']",True
338183715,TX,44633,Cleburne,1827,Johnson County,76031,-97.31443,32.403282,,,,,,
338183741,TX,39604,Mansfield,1827,Johnson County,76063,-97.12835,32.544964,2022,2545,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338184302,TX,45516,Grandview,1827,Johnson County,76050,-97.29957,32.23086,,,,,,
338184369,TX,,Burleson,1827,Johnson County,76028,-97.33444,32.478024,,,,,,
338185311,TX,55315,Copperas Cove,1643,Coryell County,76522,-97.99153,31.282993,,,,,,
338185673,TX,52182,Gatesville,1643,Coryell County,76528,-97.740555,31.439985,2023,1204,"['Central', 'Electric']",True,"['Central Air', 'Electric', '1 Unit']",True
338187633,TX,53060,Lubbock,1891,Lubbock County,79423,-101.89528,33.487804,2022,2210,['Central Air'],True,['Central Air'],True
338187833,TX,5256,Idalou,1891,Lubbock County,79329,-101.71468,33.73521,2021,1575,['Central Air'],True,['Central Air'],True
338187999,TX,53060,Lubbock,1891,Lubbock County,79407,-101.95304,33.57133,2022,1537,['Central Air'],True,['Central Air'],True
338188347,TX,53060,Lubbock,1891,Lubbock County,79416,-101.924324,33.58571,2022,1275,['Central Air'],True,['Central Air'],True
338197977,TX,12203,Kingsbury,2712,Guadalupe County,78638,-97.80007,29.732927,,,['Other'],True,['Central'],True
338198341,TX,20414,Seguin,2712,Guadalupe County,78155,-97.9864,29.512568,,,,,,
338203661,TX,33832,San Augustine,3226,San Augustine County,75972,-94.09697,31.534412,,,[],False,[],False
338204073,TX,18172,Fort Worth,1308,Parker County,76108,-97.553314,32.782776,2020,1815,"['Central', 'Electric', 'Heat Pump']",True,"['Central Air', 'Electric', 'Heat Pump']",True
338204238,TX,16859,Azle,1308,Parker County,76020,-97.54563,32.913857,2019,1890,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338204298,TX,27812,Millsap,1308,Parker County,76066,-97.95208,32.656498,2019,1579,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338204381,TX,54526,Springtown,1308,Parker County,76082,-97.71839,32.95277,2021,2335,"['Central', 'Electric', 'Heat Pump', 'Zoned']",True,"['Central Air', 'Electric', 'Heat Pump', 'Zoned']",True
338204402,TX,27812,Weatherford,1308,Parker County,76088,-97.99202,32.808273,,,,,,
338204536,TX,54526,Springtown,1308,Parker County,76082,-97.61924,32.983505,2022,2287,"['Central', 'Electric', 'Heat Pump']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'Heat Pump']",True
338204612,TX,27812,Willow Park,1308,Parker County,76087,-97.78551,32.66006,2020,2381,"['Central', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338204635,TX,27812,Weatherford,1308,Parker County,76087,-97.92055,32.681377,2021,1889,['Central'],True,"['Central Air', 'Ceiling Fan(s)']",True
338204670,TX,16859,Azle,1308,Parker County,76020,-97.55184,32.983063,2019,2060,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338204708,TX,30159,Aledo,1308,Parker County,76008,-97.6223,32.69371,2020,3119,"['Central', 'Electric', 'Natural Gas', 'Zoned']",True,"['Ceiling Fan(s)', 'Zoned']",True
338204767,TX,27812,Weatherford,1308,Parker County,76085,-97.70043,32.85185,2020,2417,"['Central', 'Electric', 'Heat Pump']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'Heat Pump']",True
338204796,TX,16859,Azle,1308,Parker County,76020,-97.55962,32.90446,2020,3265,"['Central', 'Electric', 'ENERGY STAR Qualified Equipment', 'Fireplace(s)', 'Heat Pump']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'ENERGY STAR Qualified Equipment']",True
338204838,TX,19389,Millsap,1308,Parker County,76066,-97.98204,32.783646,2020,1649,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338204915,TX,27812,Weatherford,1308,Parker County,76085,-97.690155,32.76487,2021,3099,"['Central', 'Electric', 'Propane']",True,"['Attic Fan', 'Central Air', 'Ceiling Fan(s)', 'Electric']",True
338204984,TX,54526,Springtown,1308,Parker County,76082,-97.65452,32.942093,2021,2629,"['Central', 'Electric', 'Heat Pump']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'Heat Pump']",True
338205054,TX,27812,Weatherford,1308,Parker County,76087,-97.93505,32.677742,,,,,,
338205100,TX,27812,Brock,1308,Parker County,76087,-97.93505,32.677742,2020,2707,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338205147,TX,30159,Aledo,1308,Parker County,76008,-97.6223,32.69371,2020,3522,"['Central', 'Natural Gas', 'Zoned']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'Zoned']",True
338205206,TX,30159,Aledo,1308,Parker County,76008,-97.6223,32.69371,,,,,,
338205239,TX,27812,Weatherford,1308,Parker County,76085,-97.70043,32.85185,2021,2270,"['Central', 'Electric', 'Heat Pump']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'Heat Pump']",True
338205281,TX,,Poolville,1308,Parker County,76487,-97.82093,32.926895,2021,2589,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338205749,TX,53962,Port Aransas,1272,Nueces County,78373,-97.085075,27.798637,2019,2540,[],False,[],False
338205996,TX,38025,Corpus Christi,1272,Nueces County,78410,-97.54454,27.81613,2021,1353,[],False,[],False
338206050,TX,38025,Corpus Christi,1272,Nueces County,78414,-97.36772,27.66024,2021,2372,[],False,[],False
338206080,TX,38025,Corpus Christi,1272,Nueces County,78417,-97.45548,27.73448,2021,1169,[],False,[],False
338206166,TX,38025,Corpus Christi,1272,Nueces County,78414,-97.36772,27.66024,2021,1604,[],False,[],False
338206238,TX,38025,Corpus Christi,1272,Nueces County,78414,-97.35749,27.720436,2020,1444,[],False,[],False
338206342,TX,53962,Port Aransas,1272,Nueces County,78373,-97.061745,27.827488,,,[],False,[],False
338206631,TX,38025,Corpus Christi,1272,Nueces County,78418,-97.21038,27.607944,,,[],False,[],False
338210332,TX,16699,Alamo,1776,Hidalgo County,78516,-98.10303,26.164742,2021,1626,['Has Heating (Unspecified Type)'],True,"['Central Air', 'Electric']",True
338210526,TX,19411,Mission,1776,Hidalgo County,78572,-98.29818,26.19998,2019,2006,['Has Heating (Unspecified Type)'],True,"['Central Air', 'Electric']",True
338210610,TX,25818,McAllen,1776,Hidalgo County,78501,-98.22681,26.214176,1991,1292,['Has Heating (Unspecified Type)'],True,"['Central Air', 'Electric']",True
338210772,TX,25818,McAllen,1776,Hidalgo County,78503,-98.27016,26.186607,1986,1025,['Has Heating (Unspecified Type)'],True,['Central Air'],True
338211089,TX,25818,McAllen,1776,Hidalgo County,78504,-98.24566,26.274513,2022,2109,['Has Heating (Unspecified Type)'],True,['Central Air'],True
338211697,TX,4521,Edinburg,1776,Hidalgo County,78541,-98.19187,26.31922,,,,,,
338213085,TX,6915,San Antonio,386,Bexar County,78210,-98.48367,29.41125,1920,,['Wall'],True,['None'],True
338213115,TX,8154,Boerne,386,Bexar County,78006,-98.68241,29.727345,2020,2797,"['Central', 'Natural Gas']",True,"['Central Air', '1 Unit', 'Zoned']",True
338213717,TX,20303,Saint Hedwig,386,Bexar County,78152,-98.22496,29.47213,2021,1612,['Electric'],True,['1 Unit'],True
338217679,TX,20262,Royse City,185,Hunt County,75189,-96.263245,32.928112,2022,2064,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338217735,TX,24961,Greenville,185,Hunt County,75401,-96.11579,33.130913,2021,1460,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338217842,TX,48944,Campbell,185,Hunt County,75422,-95.99266,33.1686,2022,2286,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338218027,TX,24961,Greenville,185,Hunt County,75402,-96.1109,33.113358,,1617,,,['Air Conditioning'],True
338218126,TX,24961,Greenville,185,Hunt County,75401,-96.12464,33.1355,2021,1243,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338218258,TX,20262,Royse City,2516,Rockwall County,75189,-96.33169,32.956078,2022,1831,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338218291,TX,20262,Royse City,2516,Rockwall County,75189,-96.32849,32.954838,2021,2260,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338218325,TX,20262,Royse City,2516,Rockwall County,75189,-96.32871,32.95607,2021,2651,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338218340,TX,20262,Royse City,2516,Rockwall County,75189,-96.32888,32.955284,2021,3100,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338218460,TX,20262,Royse City,2516,Rockwall County,75189,-96.30772,32.95415,2021,1800,"['Central', 'Electric', 'Fireplace(s)']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'Gas']",True
338218520,TX,20262,Royse City,2516,Rockwall County,75189,-96.30834,32.954105,2021,2243,"['Central', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338218710,TX,33716,Rockwall,2516,Rockwall County,75032,-96.34333,32.825687,2011,3620,"['Central', 'Natural Gas', 'Zoned']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'Zoned']",True
338238461,TX,32783,McKinney,951,Collin County,75071,-96.616196,33.28384,2021,2180,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338238807,TX,43088,Lucas,951,Collin County,75098,-96.55677,33.07048,2022,4282,['Other'],True,['Central'],True
338238912,TX,23444,Allen,951,Collin County,75013,-96.68283,33.105644,2021,1529,"['Central', 'Natural Gas']",True,"['Central Air', 'Electric']",True
338239086,TX,31512,Fairview,951,Collin County,75069,-96.637344,33.132347,,,,,,
338239300,TX,32783,McKinney,951,Collin County,75071,-96.64029,33.27953,2023,1266,"['Central', 'Natural Gas']",True,"['Central Air', 'Electric']",True
338239431,TX,32783,McKinney,951,Collin County,75071,-96.62097,33.29017,2022,4375,"['Central', 'Fireplace(s)', 'Natural Gas', 'Zoned']",True,"['Central Air', 'Electric', 'Zoned']",True
338239548,TX,32783,McKinney,951,Collin County,75071,-96.597916,33.251102,2021,3957,"['Fireplace(s)', 'Natural Gas', 'Other', 'Zoned']",True,"['Central Air', 'Ceiling Fan(s)', 'Other', 'Zoned']",True
338239649,TX,49419,Princeton,951,Collin County,75407,-96.51991,33.1734,2022,2371,"['Central', 'ENERGY STAR Qualified Equipment', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'ENERGY STAR Qualified Equipment', 'Heat Pump']",True
338240349,TX,39739,Melissa,951,Collin County,75454,-96.555084,33.30355,2022,2739,"['Central', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)']",True
338240665,TX,28168,Prosper,951,Collin County,75078,-96.758095,33.271965,2023,3482,"['Central', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338241006,TX,32783,McKinney,951,Collin County,75071,-96.62153,33.29289,2022,3395,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338241349,TX,30224,Anna,951,Collin County,75409,-96.55403,33.368706,2022,1620,"['Central', 'Natural Gas']",True,"['Central Air', 'Gas']",True
338241588,TX,53915,Plano,951,Collin County,75075,-96.71694,33.032345,1995,2655,"['Central', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338243706,TX,46137,Austin,1440,Travis County,78738,-98.00511,30.329332,2021,2984,['Other'],True,[],False
338244128,TX,10221,Austin,1440,Travis County,78723,-97.66977,30.292166,,,[],False,[],False
338244674,TX,9602,Leander,1440,Travis County,78641,-97.917305,30.536257,2021,4087,['Other'],True,[],False
338245780,TX,10221,Austin,1440,Travis County,78751,-97.72591,30.319157,2021,976,['Other'],True,[],False
338246542,TX,10221,Austin,1440,Travis County,78721,-97.68861,30.27593,,,,,,
338248664,TX,37965,College Station,890,Brazos County,77845,-96.27048,30.55659,2021,2023,['Other'],True,['Central'],True
338248697,TX,37965,College Station,890,Brazos County,77845,-96.27048,30.55659,2023,1984,[],False,[],False
338248717,TX,37965,College Station,890,Brazos County,77845,-96.27048,30.55659,2021,1546,['Other'],True,['Central'],True
338249220,TX,37965,College Station,890,Brazos County,77845,-96.30555,30.5944,1981,958,['Other'],True,['Central'],True
338266553,TX,30226,Anson,577,Jones County,79501,-99.93327,32.68292,2017,1216,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338268772,TX,19241,Kyle,2164,Caldwell County,78640,-97.75899,29.982296,,,[],False,[],False
338294080,TX,44760,Corsicana,1942,Navarro County,75110,-96.457344,32.084164,2022,1452,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338315686,TX,37370,Belton,98,Bell County,76513,-97.53043,31.0479,,,[],False,[],False
338316235,TX,37370,Belton,98,Bell County,76513,-97.546875,31.045435,,,[],False,[],False
338316544,TX,34248,Temple,98,Bell County,76502,-97.463745,31.178263,,,,,,
338316621,TX,37370,Belton,98,Bell County,76513,-97.560165,31.055023,2021,2345,['Electric'],True,['Electric'],True
338316685,TX,37370,Belton,98,Bell County,76513,-97.502464,31.058279,2020,2300,"['Central', 'Electric']",True,"['Central Air', 'Electric', '1 Unit']",True
338316778,TX,40717,Salado,98,Bell County,76571,-97.51235,30.95891,2020,2889,"['Central', 'Electric', 'Heat Pump']",True,"['Central Air', 'Electric', 'Heat Pump', '1 Unit']",True
338316846,TX,40717,Salado,98,Bell County,76571,-97.61008,30.965439,2019,2776,"['Central', 'Electric', 'Fireplace(s)', 'Multiple Heating Units']",True,"['Central Air', '2 Units']",True
338317108,TX,34248,Temple,98,Bell County,76502,-97.326614,31.083748,2021,2076,"['Central', 'Electric']",True,"['Central Air', 'Electric', '1 Unit', 'Attic Fan']",True
338317138,TX,5424,Harker Heights,98,Bell County,76548,-97.75473,31.101814,2020,1820,['Electric'],True,"['Electric', '1 Unit']",True
338317199,TX,40717,Salado,98,Bell County,76571,-97.57536,30.92819,2020,2366,['Central'],True,"['Central Air', '1 Unit']",True
338317289,TX,37370,Belton,98,Bell County,76513,-97.49209,31.04806,2020,2512,"['Central', 'Electric']",True,"['Central Air', 'Electric', '1 Unit']",True
338317374,TX,34248,Temple,98,Bell County,76502,-97.326614,31.083748,2021,2068,"['Central', 'Electric']",True,"['Central Air', 'Electric', '1 Unit', 'Attic Fan']",True
338317461,TX,40717,Salado,98,Bell County,76571,-97.57536,30.92819,,,,,,
338317779,TX,34248,Kempner,98,Bell County,76539,-97.338974,31.118141,2020,2306,['Central'],True,['Central Air'],True
338317912,TX,34248,Temple,98,Bell County,76502,-97.40633,31.08508,2020,1323,['Electric'],True,"['Electric', '1 Unit']",True
338318018,TX,34248,Temple,98,Bell County,76501,-97.322685,31.12339,2021,2668,"['Central', 'Electric']",True,"['Central Air', 'Electric', '1 Unit']",True
338318171,TX,235736,Belton,98,Bell County,76513,-97.48551,31.156958,2020,3226,"['Central', 'Electric', 'Multiple Heating Units']",True,"['Central Air', 'Electric', '2 Units']",True
338318265,TX,5424,Belton,98,Bell County,76513,-97.738556,31.114357,2022,1886,"['Central', 'Electric']",True,,
338318296,TX,34248,Temple,98,Bell County,76502,-97.33554,31.101131,2022,1670,"['Central', 'Electric', 'Heat Pump']",True,"['Central Air', 'Electric', 'Heat Pump', '1 Unit']",True
338318383,TX,5424,Killeen,98,Bell County,76542,-97.71163,31.043493,2022,2043,"['Central', 'Electric']",True,"['Central Air', 'Electric', '1 Unit']",True
338318533,TX,34248,Killeen,98,Bell County,76543,-97.34547,31.110052,2020,1782,"['Central', 'Electric']",True,"['Central Air', 'Electric', '1 Unit']",True
338318633,TX,34248,Temple,98,Bell County,76502,-97.422585,31.081608,2020,2010,['Central'],True,,
338318858,TX,5424,Salado,98,Bell County,76571,-97.71531,31.102571,2021,2490,"['Central', 'Fireplace(s)']",True,,
338319196,TX,34248,Temple,98,Bell County,76504,-97.37751,31.14193,2021,1574,"['Central', 'Electric']",True,"['Central Air', 'Electric', '1 Unit']",True
338319240,TX,34248,Temple,98,Bell County,76502,-97.365005,31.086887,2022,1603,"['Central', 'Electric']",True,"['Central Air', 'Electric', '1 Unit', 'Attic Fan']",True
338319429,TX,37370,Belton,98,Bell County,76513,-97.53235,31.094183,,,,,,
338319630,TX,40717,Salado,98,Bell County,76571,-97.50034,30.946016,,,,,,
338328762,TX,27812,Weatherford,1308,Parker County,76088,-97.7788,32.83969,2022,2652,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338328810,TX,42897,Poolville,1308,Parker County,76487,-97.85154,32.96905,2021,1400,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338329548,TX,11664,Granbury,184,Hood County,76048,-97.760086,32.405514,2022,1860,"['Central', 'Electric', 'Fireplace(s)']",True,"['Central Air', 'Electric']",True
338330222,TX,,Alba,336,Wood County,75410,-95.62728,32.84787,1995,1240,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338351278,TX,34828,Whitesboro,1733,Grayson County,76273,-96.92606,33.838646,,,,,,
338351598,TX,44906,Denison,1733,Grayson County,75020,-96.55109,33.74495,2022,1316,"['Central', 'Electric']",True,['Central Air'],True
338351690,TX,44696,Collinsville,1733,Grayson County,76233,-96.91086,33.55744,1920,1245,"['Central', 'Electric']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338351892,TX,44696,Collinsville,1733,Grayson County,76233,-96.91649,33.558228,2021,1278,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338351968,TX,27079,Sherman,1733,Grayson County,75090,-96.53365,33.634495,2007,7978,"['Central', 'Electric', 'Heat Pump', 'Propane', 'Natural Gas', 'Zoned']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric', 'Heat Pump', 'Zoned']",True
338352098,TX,21042,Van Alstyne,1733,Grayson County,75495,-96.650215,33.4141,2022,2500,"['Central', 'Electric', 'Heat Pump']",True,"['Central Air', 'Electric']",True
338357549,TX,,Kemp,2721,Henderson County,75143,-96.33423,32.332096,2020,2100,"['Central', 'Electric']",True,"['Central Air', 'Electric']",True
338386222,TX,26197,North Richland Hills,2049,Tarrant County,76182,-97.18647,32.873222,2020,2141,"['Central', 'Natural Gas']",True,"['Central Air', 'Ceiling Fan(s)', 'Electric']",True
338386271,TX,18172,Fort Worth,2049,Tarrant County,76108,-97.51227,32.737125,2020,2713,[],False,[],False
